mu,rm,seed,ordered,bd_mean,bd_std,deg_mean,deg_std
0.1,4,0,False,0.081715087890625,0.00318803255456794,4.0,0.0
0.1,4,1,False,0.08600830078125,0.007852906259206777,4.0,0.0
0.1,4,10,False,0.080999755859375,0.0035278003519609203,4.0,0.0
0.1,4,11,False,0.079400634765625,0.003355201968155731,4.0,0.0
0.1,4,12,False,0.083062744140625,0.0033293656736500714,4.0,0.0
0.1,4,13,False,0.08373046875,0.004634998031171362,4.0,0.0
0.1,4,14,False,0.09279052734375,0.0037642225130938094,4.0,0.0
0.1,4,15,False,0.08354248046875,0.006555034387296075,4.0,0.0
0.1,4,16,False,0.08070068359375,0.0033128542440760468,4.0,0.0
0.1,4,17,False,0.079931640625,0.003067840920882331,4.0,0.0
0.1,4,18,False,0.088653564453125,0.0035048212836246468,4.0,0.0
0.1,4,19,False,0.0808251953125,0.003612797885215519,4.0,0.0
0.1,4,2,False,0.079676513671875,0.0035568959847814734,4.0,0.0
0.1,4,20,False,0.080728759765625,0.0031465114258468247,4.0,0.0
0.1,4,21,False,0.087701416015625,0.005095101370322449,4.0,0.0
0.1,4,22,False,0.0931005859375,0.003951492756642525,4.0,0.0
0.1,4,23,False,0.08568359375,0.007004835102296942,4.0,0.0
0.1,4,24,False,0.081636962890625,0.0031304064712822134,4.0,0.0
0.1,4,25,False,0.093787841796875,0.004497394695035183,4.0,0.0
0.1,4,26,False,0.080445556640625,0.0030334347392692827,4.0,0.0
0.1,4,27,False,0.0796337890625,0.0034228380668254363,4.0,0.0
0.1,4,28,False,0.092283935546875,0.009089811048789026,4.0,0.0
0.1,4,29,False,0.080283203125,0.0034444331562889564,4.0,0.0
0.1,4,3,False,0.082357177734375,0.00513993369326887,4.0,0.0
0.1,4,30,False,0.086436767578125,0.0066586523511546454,4.0,0.0
0.1,4,31,False,0.0800537109375,0.0032501206375620375,4.0,0.0
0.1,4,32,False,0.07943603515625,0.0028081940431510344,4.0,0.0
0.1,4,33,False,0.0859716796875,0.004322265859432361,4.0,0.0
0.1,4,34,False,0.079287109375,0.0023852632770334737,4.0,0.0
0.1,4,35,False,0.081776123046875,0.002579107386370507,4.0,0.0
0.1,4,36,False,0.0835498046875,0.006623533806412275,4.0,0.0
0.1,4,37,False,0.07964599609375,0.003039890009935674,4.0,0.0
0.1,4,38,False,0.081224365234375,0.0025378015761791488,4.0,0.0
0.1,4,39,False,0.08107421875,0.0044273497183446335,4.0,0.0
0.1,4,4,False,0.079505615234375,0.0021790709905487697,4.0,0.0
0.1,4,40,False,0.08074462890625,0.003543937693608983,4.0,0.0
0.1,4,41,False,0.08673095703125,0.00795492056791976,4.0,0.0
0.1,4,42,False,0.098385009765625,0.003036599561090795,4.0,0.0
0.1,4,43,False,0.092581787109375,0.0036387655232818145,4.0,0.0
0.1,4,44,False,0.080557861328125,0.0026169141939852824,4.0,0.0
0.1,4,45,False,0.099129638671875,0.0034601768363844957,4.0,0.0
0.1,4,46,False,0.080467529296875,0.001780161876604283,4.0,0.0
0.1,4,47,False,0.091922607421875,0.00850885822325389,4.0,0.0
0.1,4,48,False,0.08058837890625,0.003293790015714086,4.0,0.0
0.1,4,49,False,0.07997314453125,0.002367189816514698,4.0,0.0
0.1,4,5,False,0.080303955078125,0.0032433165457239764,4.0,0.0
0.1,4,50,False,0.08007080078125,0.0035413466570771825,4.0,0.0
0.1,4,51,False,0.08531005859375,0.005268936214120296,4.0,0.0
0.1,4,52,False,0.0929296875,0.0019976932514748653,4.0,0.0
0.1,4,53,False,0.0899462890625,0.009211391648088513,4.0,0.0
0.1,4,54,False,0.088836669921875,0.008818597969891333,4.0,0.0
0.1,4,55,False,0.094183349609375,0.006305046855985343,4.0,0.0
0.1,4,56,False,0.081588134765625,0.0027001572342407205,4.0,0.0
0.1,4,57,False,0.080906982421875,0.0034573889940581956,4.0,0.0
0.1,4,58,False,0.081378173828125,0.0038562145033675657,4.0,0.0
0.1,4,59,False,0.0797998046875,0.0034572450388520326,4.0,0.0
0.1,4,6,False,0.079853515625,0.0032789558383263134,4.0,0.0
0.1,4,60,False,0.080928955078125,0.0028676953606543622,4.0,0.0
0.1,4,61,False,0.098114013671875,0.005136187275707549,4.0,0.0
0.1,4,62,False,0.080838623046875,0.00391359516026349,4.0,0.0
0.1,4,63,False,0.09450439453125,0.007319204623194039,4.0,0.0
0.1,4,7,False,0.08044189453125,0.002736566482825069,4.0,0.0
0.1,4,8,False,0.0991796875,0.0039038929503716056,4.0,0.0
0.1,4,9,False,0.0796875,0.00381375476638061,4.0,0.0
0.3333333333333333,4,0,False,0.478304443359375,0.004548089209391249,4.0,0.0
0.3333333333333333,4,1,False,0.475269775390625,0.0035309023052973064,4.0,0.0
0.3333333333333333,4,10,False,0.474560546875,0.004456619765254342,4.0,0.0
0.3333333333333333,4,11,False,0.476383056640625,0.004901311697363619,4.0,0.0
0.3333333333333333,4,12,False,0.476165771484375,0.005457095943823836,4.0,0.0
0.3333333333333333,4,13,False,0.47572509765625,0.003976271373232037,4.0,0.0
0.3333333333333333,4,14,False,0.476600341796875,0.003951631904858352,4.0,0.0
0.3333333333333333,4,15,False,0.477049560546875,0.004372115546719526,4.0,0.0
0.3333333333333333,4,16,False,0.477779541015625,0.0038098780105114845,4.0,0.0
0.3333333333333333,4,17,False,0.4753662109375,0.005654886639923485,4.0,0.0
0.3333333333333333,4,18,False,0.476043701171875,0.004759865704573369,4.0,0.0
0.3333333333333333,4,19,False,0.47620361328125,0.004632518340834632,4.0,0.0
0.3333333333333333,4,2,False,0.476729736328125,0.003479197928389088,4.0,0.0
0.3333333333333333,4,20,False,0.475596923828125,0.004766301591715498,4.0,0.0
0.3333333333333333,4,21,False,0.474927978515625,0.004835834187773732,4.0,0.0
0.3333333333333333,4,22,False,0.47720458984375,0.00328180172232725,4.0,0.0
0.3333333333333333,4,23,False,0.47591064453125,0.003503852631191614,4.0,0.0
0.3333333333333333,4,24,False,0.476004638671875,0.004333861601553091,4.0,0.0
0.3333333333333333,4,25,False,0.477025146484375,0.004151940269640528,4.0,0.0
0.3333333333333333,4,26,False,0.476817626953125,0.004127455948375652,4.0,0.0
0.3333333333333333,4,27,False,0.476998291015625,0.0031616861344058006,4.0,0.0
0.3333333333333333,4,28,False,0.477086181640625,0.004235406067374133,4.0,0.0
0.3333333333333333,4,29,False,0.475751953125,0.004711384956024056,4.0,0.0
0.3333333333333333,4,3,False,0.47718505859375,0.004506469910079638,4.0,0.0
0.3333333333333333,4,30,False,0.4776611328125,0.0045351297934694435,4.0,0.0
0.3333333333333333,4,31,False,0.476912841796875,0.0038801765013888917,4.0,0.0
0.3333333333333333,4,32,False,0.478017578125,0.004138433128192738,4.0,0.0
0.3333333333333333,4,33,False,0.47616455078125,0.0030459353636435433,4.0,0.0
0.3333333333333333,4,34,False,0.4766796875,0.0036951500209710846,4.0,0.0
0.3333333333333333,4,35,False,0.47724609375,0.005732965654774326,4.0,0.0
0.3333333333333333,4,36,False,0.47537353515625,0.004733609707357328,4.0,0.0
0.3333333333333333,4,37,False,0.47630615234375,0.005270596904754396,4.0,0.0
0.3333333333333333,4,38,False,0.47700439453125,0.004691703183498978,4.0,0.0
0.3333333333333333,4,39,False,0.47812744140625,0.0044624882689890824,4.0,0.0
0.3333333333333333,4,4,False,0.477496337890625,0.004845122788844636,4.0,0.0
0.3333333333333333,4,40,False,0.476363525390625,0.004940071981268567,4.0,0.0
0.3333333333333333,4,41,False,0.4774072265625,0.003962697542844133,4.0,0.0
0.3333333333333333,4,42,False,0.476422119140625,0.00431023169031962,4.0,0.0
0.3333333333333333,4,43,False,0.47651123046875,0.004503474113067228,4.0,0.0
0.3333333333333333,4,44,False,0.476461181640625,0.0045439082951106765,4.0,0.0
0.3333333333333333,4,45,False,0.47615478515625,0.004357353452712114,4.0,0.0
0.3333333333333333,4,46,False,0.476533203125,0.003773902769607154,4.0,0.0
0.3333333333333333,4,47,False,0.475838623046875,0.004668655025838803,4.0,0.0
0.3333333333333333,4,48,False,0.47731201171875,0.004219062228481475,4.0,0.0
0.3333333333333333,4,49,False,0.47632568359375,0.00410181934824037,4.0,0.0
0.3333333333333333,4,5,False,0.477135009765625,0.002956827718565958,4.0,0.0
