mu,rm,seed,ordered,bd_mean,bd_std,deg_mean,deg_std
0.34,4,0,False,0.10919253287156572,0.011275057116383956,7.185107421875,0.45372385550457317
0.34,4,1,False,0.11145513511060344,0.013180497021592899,7.113041178385417,0.5031286508843676
0.34,4,10,False,0.11074788706892144,0.011562529421784635,7.141304524739583,0.48981436427164016
0.34,4,11,False,0.11827882873505544,0.01786168330621702,6.898811848958333,0.6098867011750696
0.34,4,12,False,0.11033346185083164,0.013060491321498108,7.11776123046875,0.5045396103416825
0.34,4,13,False,0.11086381627240964,0.01231337504221026,7.134326171875,0.5022473568584895
0.34,4,14,False,0.1123779667914476,0.01433941377142257,7.093949381510416,0.5198878634523516
0.34,4,15,False,0.11183202624871985,0.013193829554059403,7.090120442708334,0.5089411014102213
0.34,4,16,False,0.12369585943346945,0.022542880758765208,6.7052978515625,0.7119972758767882
0.34,4,17,False,0.11956846060133719,0.019088920006242696,6.849141438802083,0.6460295431047625
0.34,4,18,False,0.10925543225051074,0.011790467728313422,7.163423665364584,0.477683047235945
0.34,4,19,False,0.12012587383823496,0.020316968896445034,6.818623860677083,0.6622348693352861
0.34,4,2,False,0.12141573831504966,0.021993115095889682,6.784647623697917,0.6844887032858257
0.34,4,20,False,0.1120248043420015,0.013218509409953536,7.124654134114583,0.5023942170402855
0.34,4,21,False,0.11052889902775216,0.012254125346415807,7.16064453125,0.47123348384216246
0.34,4,22,False,0.11127480099456175,0.013733934114989275,7.089095052083334,0.5168953406823691
0.34,4,23,False,0.10877277994710435,0.011092052590792805,7.215140787760417,0.43932872077576574
0.34,4,24,False,0.11410546207322114,0.015495814822389839,6.99324951171875,0.5678738526145808
0.34,4,25,False,0.11155948600427967,0.013872536314955181,7.123465983072917,0.5048697894163225
0.34,4,26,False,0.11336962548090772,0.015309458238145864,7.017720540364583,0.5550857297194605
0.34,4,27,False,0.11013825799709527,0.01218887533971821,7.158447265625,0.4808898062932405
0.34,4,28,False,0.11264168249499872,0.013577216012183101,7.095222981770833,0.520665522816509
0.34,4,29,False,0.10983915942936888,0.010967005019174449,7.213395182291666,0.4444896376086948
0.34,4,3,False,0.1122247230778116,0.0134929025650752,7.08809814453125,0.5173043762922773
0.34,4,30,False,0.11583433552165413,0.01707492654511667,6.96656494140625,0.5909804470067302
0.34,4,31,False,0.11357165168395814,0.014396401771100452,7.023909505208334,0.5399862867078954
0.34,4,32,False,0.11491424074694047,0.01555190864255355,6.9764892578125,0.5793860288212929
0.34,4,33,False,0.10891973806684188,0.010149907394390902,7.183011881510416,0.4590193635667446
0.34,4,34,False,0.11440890316919823,0.016293721105549802,6.998872884114584,0.5768223294067838
0.34,4,35,False,0.1146449721068172,0.016095158687025504,6.98387451171875,0.5749125843962264
0.34,4,36,False,0.10937868204350268,0.011652528181980025,7.1620361328125,0.4800793303476364
0.34,4,37,False,0.11144331953766069,0.012414748794978434,7.12408447265625,0.5032585917890018
0.34,4,38,False,0.1142707784732138,0.01386092490741201,7.03516845703125,0.5410130371968319
0.34,4,39,False,0.11826413141821711,0.018974319869301506,6.856070963541667,0.6460715620522635
0.34,4,4,False,0.11369641454435797,0.014188019420894628,7.021956380208334,0.5536383352911317
0.34,4,40,False,0.12182800777369467,0.022000424617537147,6.787552897135416,0.6780269921753165
0.34,4,41,False,0.10935603079426816,0.010963428147604063,7.180623372395833,0.46309412879229606
0.34,4,42,False,0.10733586586466998,0.009542978043357622,7.251521809895833,0.41624315720802424
0.34,4,43,False,0.10912539441294904,0.010806961428372805,7.2190673828125,0.44467486032272274
0.34,4,44,False,0.11194428806198577,0.01302389352811442,7.132320149739583,0.49499434200110665
0.34,4,45,False,0.10935486587372588,0.011922269785265966,7.168994140625,0.47967078731718443
0.34,4,46,False,0.11351739315776174,0.014880301702471654,7.058308919270833,0.5366255629167009
0.34,4,47,False,0.1145800734512819,0.015003445247836193,7.003116861979167,0.5678535751595526
0.34,4,48,False,0.11189231099958867,0.013660267179077572,7.091971842447917,0.5146811040572119
0.34,4,49,False,0.11240068807667017,0.013771082516062102,7.115071614583333,0.5143354853772317
0.34,4,5,False,0.11270646821937791,0.012252279894510552,7.121443684895834,0.5064419966431934
0.34,4,50,False,0.1116111058215922,0.013765653962348861,7.1102783203125,0.5138274703897214
0.34,4,51,False,0.11113505407184955,0.013340483358198632,7.131766764322917,0.4994541374256084
0.34,4,52,False,0.11154423922291606,0.013086797397233483,7.108056640625,0.5065638213127673
0.34,4,53,False,0.11456820594564462,0.016287275160058574,6.983353678385416,0.5809256765577063
0.34,4,54,False,0.11376085943526675,0.015202081838124852,7.034611002604167,0.5488696341544179
0.34,4,55,False,0.1124703252086706,0.01348028836190379,7.089737955729166,0.5070289795283792
0.34,4,56,False,0.11425790652878452,0.015530309362810892,7.042130533854166,0.5512223839756493
0.34,4,57,False,0.11147424815233861,0.013710345076927432,7.1443115234375,0.49874904367168776
0.34,4,58,False,0.11570594444269357,0.016909214954483373,6.939969889322916,0.5944977399422199
0.34,4,59,False,0.11016922137743299,0.011155690198619873,7.132914225260417,0.4900049562707703
0.34,4,6,False,0.11397943389479653,0.015135080924896717,7.029231770833333,0.5502493639231758
0.34,4,60,False,0.11192534806688782,0.013344957993350778,7.111161295572916,0.49798153465685313
0.34,4,61,False,0.10993642325267079,0.011757154042417691,7.15711669921875,0.4726584939929669
0.34,4,62,False,0.11267386892092025,0.014249633023394409,7.062337239583333,0.5354886550228906
0.34,4,63,False,0.118343697448354,0.018873741899357293,6.881998697916667,0.6276340738665527
0.34,4,7,False,0.11586676056119556,0.017577784683157408,6.917805989583333,0.6158641287288042
0.34,4,8,False,0.1121718236592468,0.014028483650111568,7.067305501302084,0.5424782433184248
0.34,4,9,False,0.11886142757210644,0.018931349482348914,6.879691569010417,0.6260051287796475
